"Taxon sort","UltrataxonID","Taxon Level","SpNo","TaxonID","Taxon name","Taxon scientific name","Family common name","Family scientific name","Order","Population","Australian conservation status","Taxonomic notes","v2 change","v2 change notes"
716,"u","ssp",8033,"u8033","Japanese Sparrowhawk (ssp.)","Accipiter gularis ssp.","Eagles, Kites, Goshawks","Accipitridae","Accipitriformes","Vagrant","Vagrant","Subspecies occurring in Australia uncertain. Three subspecies recognised Del Hoyo (1994)",,
717,,"sp",222,222,"Collared Sparrowhawk","Accipiter cirrocephalus","Eagles, Kites, Goshawks","Accipitridae","Accipitriformes","Australian","Least concern",,,
718,"u","ssp",222,"u222","Australian Collared Sparrowhawk","Accipiter cirrocephalus cirrhocephalis","Eagles, Kites, Goshawks","Accipitridae","Accipitriformes","Endemic","Least concern","Subspecies from Marchant and Higgins (1993)",,
719,"u","sp",223,"u223","Red Goshawk","Erythrotriorchis radiatus","Eagles, Kites, Goshawks","Accipitridae","Accipitriformes","Endemic","Near threatened",,,
720,"u","sp",226,"u226","White-bellied Sea-Eagle","Haliaeetus leucogaster","Eagles, Kites, Goshawks","Accipitridae","Accipitriformes","Australian","Least concern",,,
721,"u","sp",228,"u228","Whistling Kite","Haliastur sphenurus","Eagles, Kites, Goshawks","Accipitridae","Accipitriformes","Australian","Least concern",,,
722,,"sp",227,227,"Brahminy Kite","Haliastur indus","Eagles, Kites, Goshawks","Accipitridae","Accipitriformes","Australian","Least concern",,,
723,"u","ssp",227,"u227","Torresian Brahminy Kite","Haliastur indus girrenera","Eagles, Kites, Goshawks","Accipitridae","Accipitriformes","Australian","Least concern","Subspecies from Marchant and Higgins (1993)",,
724,,"sp",229,229,"Black Kite","Milvus migrans","Eagles, Kites, Goshawks","Accipitridae","Accipitriformes","Australian","Least concern",,,
725,"u","ssp",229,"u229","Torresian Black Kite","Milvus migrans affinis","Eagles, Kites, Goshawks","Accipitridae","Accipitriformes","Australian","Least concern","Subspecies from Marchant and Higgins (1993)",,
726,,"sp",252,252,"Eastern Grass Owl","Tyto longimembris","Masked Owls","Tytonidae","Strigiformes","Australian","Least concern",,,
727,"u","ssp",252,"u252","Australian Eastern Grass Owl","Tyto longimembris longimembris","Masked Owls","Tytonidae","Strigiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
728,"u","sp",253,"u253","Greater Sooty Owl","Tyto tenebricosa","Masked Owls","Tytonidae","Strigiformes","Australian","Least concern","Species from del Hoyo et al. (2014) and Dickinson et al. (2013) who also include T.t.arfaki from New Guinea","Species revision (split)","Sooty Owls split following (del Hoyo et al. 2014) "
729,"u","sp",730,"u730","Lesser Sooty Owl","Tyto multipunctata","Masked Owls","Tytonidae","Strigiformes","Endemic","Least concern","Species from del Hoyo et al. (2014)","Species revision (split)","Sooty Owls split following (del Hoyo et al. 2014) "
730,,"sp",250,250,"Masked Owl","Tyto novaehollandiae","Masked Owls","Tytonidae","Strigiformes","Australian","Least concern",,,
731,"u","ssp",250,"u250a","Tasmanian Masked Owl","Tyto novaehollandiae castanops","Masked Owls","Tytonidae","Strigiformes","Endemic","Endangered","Subspecies from Schodde and Mason (1997)",,
732,"u","ssp",250,"u250b","Northern Masked Owl","Tyto novaehollandiae kimberli","Masked Owls","Tytonidae","Strigiformes","Endemic","Vulnerable","Subspecies from Schodde and Mason (1997)",,
733,"u","ssp",250,"u250c","Tiwi Islands Masked Owl","Tyto novaehollandiae melvillensis","Masked Owls","Tytonidae","Strigiformes","Endemic","Endangered","Subspecies from Schodde and Mason (1997)",,
734,"u","ssp",250,"u250d","Southern Masked Owl","Tyto novaehollandiae novaehollandiae","Masked Owls","Tytonidae","Strigiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
735,,"sp",249,249,"Barn Owl","Tyto alba","Masked Owls","Tytonidae","Strigiformes","Australian","Least concern","[BLI Taxonomic note; Tyto alba (Sibley and Monroe 1990, 1993) is retained as a cross-regional species contra Christidis and Boles (2008) who split T. alba into two cross-regional species T. alba and T. javanica.]",,
736,"u","ssp",249,"u249","Eastern Barn Owl","Tyto alba delicatula","Masked Owls","Tytonidae","Strigiformes","Australian","Least concern","Subspecies from Schodde and Mason (1997)",,
737,,"sp",247,247,"Rufous Owl","Ninox rufa","Hawk-Owls","Strigidae","Strigiformes","Australian","Least concern",,,
738,"u","ssp",247,"u247a","Cape York Rufous Owl","Ninox rufa meesi","Hawk-Owls","Strigidae","Strigiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
739,"u","ssp",247,"u247b","Eastern Rufous Owl","Ninox rufa queenslandica","Hawk-Owls","Strigidae","Strigiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
740,"u","ssp",247,"u247c","North-western Rufous Owl","Ninox rufa rufa","Hawk-Owls","Strigidae","Strigiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
741,"u","sp",248,"u248","Powerful Owl","Ninox strenua","Hawk-Owls","Strigidae","Strigiformes","Endemic","Least concern",,,
742,,"sp",246,246,"Barking Owl","Ninox connivens","Hawk-Owls","Strigidae","Strigiformes","Australian","Least concern",,,
743,"u","ssp",246,"u246a","Papuan Barking Owl","Ninox connivens assimilis","Hawk-Owls","Strigidae","Strigiformes","Australian","Near threatened","Subspecies from Del Hoyo et al. (1999)",,
744,"u","ssp",246,"u246b","Southern Barking Owl","Ninox connivens connivens","Hawk-Owls","Strigidae","Strigiformes","Endemic","Near threatened","Subspecies from Schodde and Mason (1997)",,
745,"u","ssp",246,"u246c","Northern Barking Owl","Ninox connivens peninsularis","Hawk-Owls","Strigidae","Strigiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
746,,"sp",242,242,"Southern Boobook","Ninox boobook","Hawk-Owls","Strigidae","Strigiformes","Australian","Least concern","Species from del Hoyo et al. (2014). Dickinson et al. (2013) list N.b.lurida as a separate species","Species revision (shuffle)","Southern Boobooks (aka. Morepork) spit following (del Hoyo et al. 2014) "
747,"u","ssp",242,"u242a","South-eastern Boobook","Ninox boobook boobook","Hawk-Owls","Strigidae","Strigiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
748,"u","ssp",242,"u242b","Kangaroo Island Boobook","Ninox boobook halmaturina","Hawk-Owls","Strigidae","Strigiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
749,"u","ssp",242,"u242c","Wet Tropics Boobook","Ninox boobook lurida","Hawk-Owls","Strigidae","Strigiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997). Dickinson et al. (2013) recognise as a separate species",,
750,"u","ssp",242,"u242d","Western Boobook","Ninox boobook ocellata","Hawk-Owls","Strigidae","Strigiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
751,"u","sp",8741,"u8741","Tasmanian Boobook","Ninox leucopsis","Hawk-Owls","Strigidae","Strigiformes","Endemic","Least concern","Species from del Hoyo et al. (2014)","Species revision (split)","Southern Boobooks (aka. Morepork) spit following (del Hoyo et al. 2014) "
752,,"sp",9922,9922,"New Zealand Boobook","Ninox novaeseelandiae","Hawk-Owls","Strigidae","Strigiformes","Australian","Critically endangered","Species from del Hoyo et al. (2014)","Species revision (split)","Southern Boobooks (aka. Morepork) spit following (del Hoyo et al. 2014) "
753,"u","ssp",9922,"u9922a","Lord Howe Boobook","Ninox novaeseelandiae albaria","Hawk-Owls","Strigidae","Strigiformes","Extinct, Endemic","Extinct","Subspecies from Schodde and Mason (1997)",,
754,"u","ssp",9922,"u9922b","Norfolk Island Boobook","Ninox novaeseelandiae undulata","Hawk-Owls","Strigidae","Strigiformes","Endemic","Critically endangered","Subspecies from Schodde and Mason (1997). Includes genetic material from a male New Zealand Boobook (N.n.novaeseelandiae) see Garnett et al. (2011)",,
755,,"sp",823,823,"Northern Boobook","Ninox japonica","Hawk-Owls","Strigidae","Strigiformes","Vagrant","Vagrant","Species from del Hoyo et al. (2014)","Species revision (shuffle)","Northern Boobook (Ninox japonica) and Brown Boobook (Ninox scutulata) - SE Asia split del (Hoyo et al. 2014). See See http://www.hbw.com/species/northern-boobook-ninox-japonica."
756,"u","ssp",823,"u823","Manchurian Boobook","Ninox japonica japonica","Hawk-Owls","Strigidae","Strigiformes","Vagrant","Vagrant","Subspecies from del Hoyo et al. (2014)",,"Taxonomic change from del Hoyo et al. (2014)"
757,"u","sp",807,"u807","Christmas Island Hawk-Owl","Ninox natalis","Hawk-Owls","Strigidae","Strigiformes","Endemic","Vulnerable",,,
758,,"sp",5060,5060,"Oriental Scops-owl","Otus sunia","Hawk-Owls","Strigidae","Strigiformes","Vagrant","Vagrant",,"new species record from BARC","new species record from BARC"
759,"u","ssp",5060,"u5060","Eastern Oriental Scops-owl","Otus sunia malayanus","Hawk-Owls","Strigidae","Strigiformes","Vagrant","Vagrant",,"new subspecies record from BARC","new subspecies record from BARC"
760,,"sp",747,747,"Buffy Fish-Owl","Ketupu ketupu","Hawk-Owls","Strigidae","Strigiformes","Vagrant","Vagrant",,"new species record from BARC","new species record from BARC"
761,"u","ssp",747,"u747","Indonesian Buffy Fish-Owl","Ketupu ketupu ketupu","Hawk-Owls","Strigidae","Strigiformes","Vagrant","Vagrant",,"new subspecies record from BARC","new subspecies record from BARC"
762,,"sp",8083,8083,"Eurasian Hoopoe","Upupa epops","Hoopoes","Upupidae","Bucerotiformes","Vagrant","Vagrant",,"Order",
763,"u","ssp",8083,"u8083","Eurasian Hoopoe (ssp.)","Upupa epops ssp.","Hoopoes","Upupidae","Bucerotiformes","Vagrant","Vagrant","Subspecies vagrant to Australia uncertain. Nine subspecies recognised Del Hoyo et al. (2001)","Order",
764,"u","sp",329,"u329","Rainbow Bee-eater","Merops ornatus","Bee-eaters","Meropidae","Coraciiformes","Australian","Least concern",,,
765,,"sp",318,318,"Dollarbird","Eurystomus orientalis","Dollarbird","Coraciidae","Coraciiformes","Australian","Least concern",,,
766,"u","ssp",318,"u318","Eastern Dollarbird","Eurystomus orientalis pacificus","Dollarbird","Coraciidae","Coraciiformes","Australian","Least concern","Subspecies from Higgins (1999)",,
767,,"sp",8082,8082,"European Roller","Coracias garrulus","Rollers","Coraciidae","Coraciiformes","Vagrant","Vagrant",,,
768,"u","ssp",8082,"u8082","European Roller (ssp.)","Coracias garrulus ssp.","Rollers","Coraciidae","Coraciiformes","Vagrant","Vagrant","Subspecies vagrant to Australia uncertain. Two subspecies recognised Del Hoyo et al. (2001). On geographic grounds semenowi is the more likelt of the two subspecies to have been observed in Australian territory - Cocos (Keeling) Islands",,
769,,"sp",320,320,"Little Kingfisher","Ceyx pusillus","Kingfishers","Alcedinidae","Coraciiformes","Australian","Least concern",,,
770,"u","ssp",320,"u320a","Eastern Little Kingfisher","Ceyx pusillus halli","Kingfishers","Alcedinidae","Coraciiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
771,"u","ssp",320,"u320b","Papuan Little Kingfisher","Ceyx pusillus pusilla","Kingfishers","Alcedinidae","Coraciiformes","Australian","Least concern","Subspecies from Schodde and Mason (1997)",,
772,"u","ssp",320,"u320c","Western Little Kingfisher","Ceyx pusillus ramsayi","Kingfishers","Alcedinidae","Coraciiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
773,,"sp",319,319,"Azure Kingfisher","Ceyx azureus","Kingfishers","Alcedinidae","Coraciiformes","Australian","Least concern",,,
774,"u","ssp",319,"u319a","Southern Azure Kingfisher","Ceyx azureus azurea","Kingfishers","Alcedinidae","Coraciiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)",,
775,"u","ssp",319,"u319b","Tasmanian Azure Kingfisher","Ceyx azureus diemenensis","Kingfishers","Alcedinidae","Coraciiformes","Endemic","Vulnerable","Subspecies from Schodde and Mason (1997)",,
776,"u","ssp",319,"u319c","Northern Azure Kingfisher","Ceyx azureus ruficollaris","Kingfishers","Alcedinidae","Coraciiformes","Australian","Least concern","Subspecies from Schodde and Mason (1997)",,
777,,"sp",753,753,"Common Kingfisher","Alcedo atthis","Kingfishers","Alcedinidae","Coraciiformes","Vagrant","Vagrant",,"Order",
778,"u","ssp",753,"u753","Common Kingfisher (ssp.)","Alcedo atthis ssp.","Kingfishers","Alcedinidae","Coraciiformes","Vagrant","Vagrant","Subspecies vagrant to Australia uncertain","new subspecies listing","new subspecies listing"
779,"u","sp",9934,"u9934","Black-capped Kingfisher","Halcyon pileata","Kingfishers","Alcedinidae","Coraciiformes","Vagrant","Vagrant",,"Family common name, Family scientific name",
780,,"sp",321,321,"Yellow-billed Kingfisher","Syma torotoro","Kingfishers","Alcedinidae","Coraciiformes","Australian","Least concern",,"Family common name, Family scientific name",
781,"u","ssp",321,"u321","Australian Yellow-billed Kingfisher","Syma torotoro flavirostris","Kingfishers","Alcedinidae","Coraciiformes","Endemic","Least concern","Subspecies from Schodde and Mason (1997)","Family common name, Family scientific name",
